date,title,content,source,keywords,url,scraped_at
2025/12/09,加州一男子承认为涉案金额达2.63亿美元加密诈骗团伙洗钱,"BlockBeats 消息，12 月 9 日，据 The Block 报道，美国司法部今日宣布，22 岁的加州男子 Evan Tangeman 已认罪，承认为涉案金额达 2.63 亿美元加密诈骗团伙洗钱，他为该诈骗团伙洗钱逾 350 万美元。司法部表示，Tangeman 是此次调查中第九名认罪的被告。 该组织自 2023 年 10 月至 2025 年 5 月 期间实施诈骗行动。共盗取约 4,100 枚比特币，当时价值 2.63 亿美元，按当前价格计算则约为 3.71 亿美元。 该团伙由黑客、组织者、目标识别者、电话行骗者，以及专门盗窃硬件钱包的入室窃贼组成，并利用被盗数据库挑选攻击对象。黑客入侵网站和服务器获取加密货币相关数据库，而目标识别者则利用这些数据筛选最有价值的受害者。",BlockBeats,"黑客, 被盗, 攻击, 盗窃, 洗钱, 诈骗",https://www.theblockbeats.info/flash/323566,2025-12-10T03:27:52.637214+00:00
2025/12/04,Polymarket 美国合规路最后阶段，激进交易员搏百倍反转,BlockBeats 消息，12 月 4 日，据 PolyBeats 监测，目前，市场「Polymarket 是否会在 2025 年在美国本土上线？」已被第二次争议结算，下一步或将面临最终的去中心化验证机制（DVM）审议。该平台经历了从被监管机构封禁到最终获得许可的戏剧性回归。该市场自 7 月创立以来波动幅度一直较大，一度从 9 月份的 99% 跌至 11 月的 67%。自平台在 2022 年被美国商品期货交易委员会（CFTC）封锁后，其团队一直在寻找各种渠道方式解决本土合规解决方案，并在今年 11 月 25 日获得指定合约市场（DCM）的身份为美国用户提供合规交易。 昨日，Polymarket 官号发帖称：「排除万难，Polymarket 的美国应用程序正在向候补名单用户推出。」伴随部分候补名单用户分享可以进行真金白银交易的零星截图，该市场立即被推向「Yes」的结算流程，概率瞬间从 84% 飙升至 99%。然而，由于该市场对「公开上线」的定义存在争议，盘口在经历两次争议后，已被推送至最终仲裁机构 UMA 的去中心化验证机制进行最终审议。 目前，反方的核心争议点在于：官方仍在宣布「候补名单正在推出中」，这不满足规则中要求的「公开放在一个对公众开放的平台上的真金白银交易」条件。因此，有许多交易者正在「低价搏反转」，以低于 1 美分的价格买入「No」：一旦 UMA 裁定「候补名单不等于公开上线」，即可获得超 100 倍的超高收益。有反方评论指出，Polymarket 必须谨慎处理本盘口的结算：介于回国美国的关键节点，如果平台因规则问题导致结算失误，或将被监管机构解读为平台治理和规则执行能力存在缺陷，这不仅会严重损害平台的声誉，更可能影响其未来在 DCM 框架下进行全面业务扩张的步伐。,BlockBeats,"监管, 合规",https://www.theblockbeats.info/flash/323499,2025-12-10T03:27:49.57373+00:00
2025/12/09,突发：泰国柬埔寨边境冲突进行中，冷门预测市场反应缓慢,突发：泰国柬埔寨边境冲突进行中，冷门预测市场反应缓慢 2025-12-09 07:51 据 PolyBeats 监测，昨日，柬埔寨 Telegram 和 Facebook 上有未验证的影像显示泰国 F-16 战机对柬埔寨目标发动了空袭。随后，泰国军方证实，在边境冲突导致一名泰国士兵死亡后，泰方采取了「报复性打击」。这一消息直接导致预测市场「泰国是否会在 12 月 31 日前袭击柬埔寨？」的概率在昨日上午 8 点至 10 点间的 2 小时内由 28% 暴涨，随后该市场结算为「是」。 由于地缘冲突快速升级，Polymarket 于一小时前上线盘口「泰国是否会在 12 月 9 日袭击柬埔寨？」，该盘口设有每日结算的市场，但初期交易量极低。就在盘口发布不久，网络再次出现最新的影像和报道：曼谷邮报在社交媒体上发布消息称，泰国皇家陆军确认一架 F-16 战机已摧毁了一个被柬埔寨用作无人机控制站的赌场，目前空军正在瞄准威胁泰国社区的火箭基地。受此消息影响，12 月 9 日的选项在一小时内由 37% 飙升至目前 62%。由于交易量低，目前该盘口仍未结算。,BlockBeats,突发,https://www.theblockbeats.info/flash/323635,2025-12-10T03:23:28.220386+00:00
2025/12/09,新币ELONREAPER：马斯克化身「监管死神」横扫官僚主义,"新币ELONREAPER：马斯克化身「监管死神」横扫官僚主义 2025-12-09 05:56 据 Trend News 监测，知名加密 kol @cb_doge 近期发布一张爆火 meme，Elon Musk 被塑造成手持镰刀、笑容诡异的死神形象，画面中他一刀劈开贴有美国/EU 旗帜的「Bureaucracy（官僚主义）」之门，并配上讽刺版奥本海默名言「I am become Meme, Destroyer of Bureaucracy」，意指用 meme 作为武器清除繁文缛节，引发大量转发与刷屏。 这张图发布的时间恰到好处，就在本月，外媒刚证实政府效率部（Department of Government Efficiency，DOGE）提前解散，这一曾号称大砍 $2T 联邦开支的改革机构也迅速走到尽头，而近期欧盟的罚款行为也被多方诟病。Meme 借此讽刺「雷声大雨点小」的改革宿命，又成为反官僚群体的情绪出口。以监管死神为核心的代币 $ELONREAPER 也在链上响应，15 个同名代币在 1 小时内成交额达 230k。",BlockBeats,监管,https://www.theblockbeats.info/flash/323609,2025-12-10T03:23:27.598864+00:00
2025/12/09,新币ICE：美国移民执法局救助被虐待小狗并收养，取名「ICE」,"新币ICE：美国移民执法局救助被虐待小狗并收养，取名「ICE」 2025-12-09 05:24 据 Trend News 监测，12 月 9 日，美国佛罗里达州州长 Ron DeSantis 今日在 X（@GovRonDeSantis 和 @RonDeSantis）使用他的两个社媒账号（共计 870 万粉丝）发文，讲述了一只在南佛罗里达州移民执法行动中被救出的小狗故事。该小狗此前遭受虐待、营养不良并被遗弃，由佛罗里达公路巡警在行动中解救。随后，它被州移民执法执行主任收养，并取名为「ICE」（意指移民及海关执法局，ICE）。照片中，这是一只白色为主、带有棕色斑点的小型犬，戴着绿色项圈。 该推文迅速引发关注，目前获赞超 2000 次，转发超 200 次。并被拥有 180 万粉丝的记者转发 (x:@LauraLoomer) 共识最高的代币 1h vol 高达 600k，mc 高达 300k, 超过 800 个持有者以及 7 位 kol 购买。",BlockBeats,执法,https://www.theblockbeats.info/flash/323601,2025-12-10T03:23:27.017352+00:00
2025/12/09,BiyaPay分析师：香港数字资产龙头HASHKEY HLDGS启动招股，将于12月17日上市,BlockBeats 消息，12 月 9 日，HASHKEY HLDGS 今日启动招股，计划全球发售约 2.41 亿股，预计 12 月 17 日在港交所主板挂牌，一手认购金额约 2808.04 港元。公司定位为持牌数字资产平台，业务涵盖交易撮合、链上服务及资产管理，已搭建支持 RWA 代币化的 HashKey 链。2024 年度收入增至约 7.21 亿港元，研发布局持续加码。按发售价中位数 6.45 港元计，集资净额约 14.26 亿港元，将主要用于技术与基础设施升级及全球扩张。BiyaPay 分析师指出，HASHKEY HLDGS 体现合规数字资产平台「由交易走向基础设施」的趋势，看好其在亚洲监管友好环境下的长期成长空间。投资者可通过 BiyaPay 使用 USDT 便捷配置美股港股期货及数字资产，把握板块发展机会。,BlockBeats,"监管, 合规",https://www.theblockbeats.info/flash/323648,2025-12-10T03:23:22.814299+00:00
2025/12/09,欧盟拟将加密货币公司纳入ESMA监管，计划2027年启动资本市场一体化改革,BlockBeats 消息，12 月 9 日，欧盟金融服务业委员玛丽亚·路易斯·阿尔布开克周二表示，欧盟希望能在 2027 年前开始实施其资本市场一体化一揽子改革方案，首次就该改革的时间表提供了指引。新提案仍需获得欧洲议会和欧盟理事会的批准，而部分成员国对此持强烈反对态度。集中监管权力将使重要的清算所、中央证券存管机构和交易平台纳入 ESMA 的管辖范围，加密货币公司也将受 ESMA 监管。(金十),BlockBeats,监管,https://www.theblockbeats.info/flash/323662,2025-12-10T03:23:21.311849+00:00
2025/12/10,《CLARITY法案》预计本周公布草案，下周举行听证会并进行投票,BlockBeats 消息，12 月 10 日，纽约州民主党参议员 Kirsten Gillibrand 和怀俄明州共和党参议员 Cynthia Lummis 在华盛顿特区举行的区块链协会政策峰会上介绍了美国国会将在全面监管加密货币行业方面迈向何方。Cynthia Lummis 表示，目标在本周末前公布《CLARITY 法案》（市场结构法案）草案，并在下周举行听证会，对法案进行修改并投票。民主党和共和党正在持续进行谈判，上周举行了第一次两党会议，进展非常顺利。「没有任何东西阻碍这项法案。」 美国国会多年一直试图推动更广泛的加密货币市场结构法案，但进展缓慢。今年夏天，众议院在 7 月通过了其版本的《数字资产市场清晰法案》（简称 Clarity），为立法带来了新动力。参议院此后也开始推进类似法案。参议院银行委员会已经有一份草案，目标明确美国证券交易委员会（SEC）和商品期货交易委员会（CFTC）之间的监管权限划分，并创造一个新术语「附属资产」（ancillary assets），以澄清哪些加密货币不属于证券。与此同时，参议院农业委员会上个月也发布了其草案，拟赋予 CFTC 更多新权力。,BlockBeats,监管,https://www.theblockbeats.info/flash/323732,2025-12-10T03:10:30.26236+00:00
2025/12/10,SEC主席重申多种类型代币ICO应被视为非证券交易，不纳入SEC监管,BlockBeats 消息，12 月 10 日，据 Decrypt 报道，SEC 主席 Paul Atkins 在区块链协会年度政策峰会上表示，多种类型的 ICO 应被视为非证券交易，因此不属于 SEC 监管范围。 Atkins 提及其上月推出的 代币分类法 ，将加密货币行业分为四个主要代币类别，其中网络代币、数字收藏品和数字工具本身不应被视为证券，相关 ICO 也应被视为非证券交易。Atkins 指出，SEC 应监管的唯一 ICO 类别是代币化证券，即已受 SEC 监管的证券在链上进行的代币化交易。,BlockBeats,监管,https://www.theblockbeats.info/flash/323735,2025-12-10T03:10:29.663013+00:00
2025/12/10,余弦：Zcash并不默认强制隐私，平衡设计更受监管理解,BlockBeats 消息，12 月 10 日，慢雾创始人余弦发文评价「 Arkham 对 Zcash（ZEC）超半数交易去匿名化处理 」，很高比例的 Zcash 交易可以被追踪，并不是什么新鲜事，上上轮周期隐私币概念火热时，Zcash 便是如此，并不是默认强制隐私，而是用户可以选择，比如地址 z 开头为强隐私，而 t 开头的是透明可被追踪地址。这种设计让 Zcash 比门罗币 XMR(Monero) 这种默认强隐私的隐私币来说，更受监管理解。 当前主流平台的 Zcash 地址几乎都是 t 开头，可见真正在意隐私的群体非常非常小，迎合监管才是平台出路。相较于真硬核的门罗币，Zcash 的隐私设计平衡较好，路可能可以走的更宽。,BlockBeats,监管,https://www.theblockbeats.info/flash/323736,2025-12-10T03:10:29.090873+00:00
2025/12/10,CZ：何一微信被盗，请勿购买黑客发布的Meme币,BlockBeats 消息，12 月 10 日，CZ 发文表示，「何一微信账户被盗，请不要购买黑客发布的任何 meme 币。Web2 社交媒体的安全性并没有那么强。大家注意安全。」,BlockBeats,"黑客, 被盗",https://www.theblockbeats.info/flash/323765,2025-12-10T03:10:26.106118+00:00
2025/12/10,盗取何一微信黑客通过交易Mubarakah获利约5.5万美元,"BlockBeats 消息，12 月 10 日，据 Lookonchain 监测，黑客盗取了何一的微信账号，并借此发布关于 Mubarakah 的内容，导致该代币价格被快速拉高。 链上数据显示，黑客大约在 7 小时前创建了两个新钱包（0x6739 和 0xD0B8），并花费 19,479 USDT 买入 2116 万枚 Mubarakah。 在拉盘结束后，黑客已经卖出 1195 万枚 Mubarakah，获得 43,520 枚 USDT，目前仍持有 921 万枚 Mubarakah（约 3.1 万美元）。黑客本次操作总计获利约 5.5 万美元。",BlockBeats,黑客,https://www.theblockbeats.info/flash/323770,2025-12-10T03:10:25.539534+00:00
2025/12/09,Stripe与Paradigm孵化的支付公链Tempo向公众开放，并新增Kalshi、瑞银为合作伙伴,BlockBeats 消息，12 月 9 日，据彭博社报道，Stripe 与加密风险投资公司 Paradigm 正式启动双方联合区块链项目 Tempo 的公开试点，向所有希望构建真实世界稳定币支付应用的公司开放该网络，并新增 Kalshi、瑞银为合作伙伴。 在快速增长的加密市场板块中，Stripe 只是众多宣布稳定币相关试点、合作或商业化计划的金融机构、零售商和创业企业之一。稳定币关注度在美国总统唐纳德·特朗普的第二任期内迅速升温，而特朗普政府也积极推动联邦监管框架的完善，使这类通常与美元等现实资产挂钩的代币获得更明确的监管环境。,BlockBeats,监管,https://www.theblockbeats.info/flash/323704,2025-12-10T03:10:20.723746+00:00
2025/12/09,TEST: 加密货币交易所遭受黑客攻击,测试文章：某交易所今日遭受黑客攻击，损失惨重。这是一个测试文章。,BlockBeats,"黑客, 攻击",https://test.com/article-2025-12-09,2025-12-09T09:42:37.881697+00:00
2025/12/08,中国互联网金融协会等七部门发布关于防范涉虚拟货币等非法活动的风险提示,金色财经报道，中国互联网金融协会等七部门发布关于防范涉虚拟货币等非法活动的风险提示，“近期，与虚拟货币相关的概念快速升温，一些不法分子借机鼓吹有关交易炒作活动，打着稳定币、空气币（π币等）、现实世界资产（RWA）代币、“挖矿”的幌子开展非法集资、传销诈骗等非法活动，并使用虚拟货币转移违法犯罪所得，严重侵害了社会公众的财产安全，扰乱经济金融正常秩序。为进一步贯彻落实中国人民银行、金融监管总局、中国证监会等部门发布的《关于防范代币发行融资风险的公告》《关于进一步防范和处置虚拟货币交易炒作风险的通知》等要求，落实打击虚拟货币交易炒作工作协调机制会议精神，中国互联网金融协会、中国银行业协会、中国证券业协会、中国证券投资基金业协会、中国期货业协会、中国上市公司协会、中国支付清算协会联合就有关风险提示”。,Jinse,"监管, 诈骗",https://www.jinse.cn/lives/490242.html,2025-12-08T16:28:37.888867+00:00
2025/12/08,币安合约将下架SKATEUSDT、REIUSDT、FISUSDT和VOXELUSDTU本位永续合约,金色财经报道，币安合约将于2025年12月10日17:00对SKATEUSDT、REIUSDT、FISUSDT和VOXELUSDTU本位永续合约进行自动清算，并在清算结束后下架上述永续合约交易对。建议用户在停止交易前自行平仓，以避免头寸自动清算。,Jinse,下架,https://www.jinse.cn/lives/490239.html,2025-12-08T16:28:37.095761+00:00
2025/12/08,土耳其 Paribu 收购CoinMENA，交易估值最高达 2.4 亿美元,金色财经报道，土耳其数字资产平台 Paribu 宣布收购中东北非地区（MENA）最大本地加密货币交易所 CoinMENA，交易估值最高达 2.4 亿美元。通过此次收购，Paribu 将从土耳其本土市场扩展至加密货币采用率较高的 MENA 地区，并获得迪拜虚拟资产监管局（VARA）和巴林央行颁发的两个有效数字资产牌照。,Jinse,"监管, 牌照",https://www.jinse.cn/lives/490218.html,2025-12-08T16:28:35.571447+00:00
2025/12/08,精选美国金融业监管局：美国投资者对加密货币投资意愿下降,"金色财经报道，据Cointelegraph报道，美国金融业监管局（FINRA）研究显示，尽管持有加密货币的投资者比例在2021至2024年间维持27%不变，但考虑增持或首次购买加密货币的投资者从2021年的33%降至2024年的26%。 
高风险投资者占比从2021年下降4个百分点至8%，35岁以下投资者降幅最大，骤降9个百分点至15%。FINRA认为，利率、通胀和经济不确定性促使投资者转向更安全资产。 
调查覆盖2861名投资者和25539名成年人，发现66%受访者视加密货币为高风险投资(2021年为58%)。然而，三分之一投资者认为需要承担高风险才能实现财务目标，35岁以下受访者中这一比例达50%。 
新进投资者步伐也明显放缓，仅8%投资者在过去两年入市，远低于2021年的21%。FINRA总结称，整体呈现更谨慎态度和行为的温和趋势。",Jinse,监管,https://www.jinse.cn/lives/490216.html,2025-12-08T16:28:34.818677+00:00
2025/12/08,美国DTCC调查：72%的受访者将全球需求和监管势头列为延长交易时间的首要驱动因素,金色财经报道，据市场消息：美国存管信托和结算公司（DTCC）的调查显示，72% 的受访者将全球需求和监管势头列为延长交易时间的首要驱动因素，而加密货币市场 24 小时不间断交易的特性对这一需求产生了影响。,Jinse,监管,https://www.jinse.cn/lives/490215.html,2025-12-08T16:28:34.041401+00:00
2025/12/08,欧盟寻求将加密货币监管权转移至欧洲证券及市场管理局,欧盟寻求将加密货币监管权转移至欧洲证券及市场管理局,BlockBeats,监管,https://www.theblockbeats.info/flash/323182,2025-12-08T16:28:32.506286+00:00
2025/12/08,Binance合约将下架SKATE等多个U本位永续合约,Binance合约将下架SKATE等多个U本位永续合约,BlockBeats,下架,https://www.theblockbeats.info/flash/323169,2025-12-08T16:28:31.476303+00:00
2025/12/08,Bunni攻击者地址向TornadoCash存入 2295.8枚ETH,Bunni攻击者地址向TornadoCash存入 2295.8枚ETH,BlockBeats,攻击,https://www.theblockbeats.info/flash/323156,2025-12-08T16:28:30.373943+00:00
2025/12/02,中国山西法院破获涉USDT诈骗案，两从犯被从重量刑,BlockBeats 消息，12 月 2 日，中国山西省太原市万柏林区检察院近日对提起公诉的陈某、李某掩饰、隐瞒犯罪所得案一审宣判，法院采纳检察机关的量刑建议，对二人分别判处有期徒刑二年六个月、一年六个月，各并处罚金。 今年 5 月，张女士在短视频平台结识了「林浩」(未归案)，「林浩」谎称其战友任职某知名公司，掌握该公司股票涨跌信息，可通过公司内部网站注册账户「买涨」获利 (宣称每期收益 5%)，但需以美元交易，而且要与指定商家用现金兑换美元，再转至其战友的美元账户，由战友转入公司账户。 5 月 21 日，张女士按「林浩」指示，携带 147 万元现金至万柏林区某酒店准备兑换美元。受上家指使，陈某、李某前去与张女士对接。张女士将「林浩」提供的美元账户 (实为诈骗分子的泰达币账户) 通过陈某转发给上家，后者分三次转入 202328 泰达币 (折合人民币约 147 万元) 至该账户。后陈某、李某将从张女士处收取的 147 万元现金交给上家。但「林浩」未按约定将钱款转入张女士在公司开设的账户，张女士发现被骗后报警。 办案检察官第一时间阅卷并与侦查人员会商， 针对犯罪嫌疑人陈某、李某的行为定性提出核心侦查方向：调取聊天记录，固定二人「明知资金异常」的证据；厘清资金流转链路，通过虚拟货币交易平台数据，溯源泰达币最终流向，印证其协助转移犯罪所得的客观事实。 公安机关经侦查后于 8 月 17 日将该案移送万柏林区检察院审查起诉。 该院经审查认为，陈某、李某均供述「 知道资金操作太隐蔽，且系大额现金交易，肯定有问题 」，二人在事后收取了 3 万元好处费，这足以认定二人明知是犯罪所得； 二人协助完成「现金→美元→泰达币」跨境转换的行为，属于「掩饰、隐瞒犯罪所得」的实行行为。 案件宣判后，该院向相关单位制发风险提示函，梳理「投资骗局+虚拟货币洗钱」的典型特征，并联合反诈中心等相关单位开展反诈宣讲活动。万柏林区检察院检察长孙寅平表示，针对新型电信网络诈骗关联犯罪，该院将持续深化「侦检协同+精准指控+社会治理」机制，既打击诈骗犯罪也严惩犯罪「帮凶」，全力守护群众财产安全。（正义网）,BlockBeats,"洗钱, 诈骗",https://www.theblockbeats.info/flash/322643,2025-12-08T06:42:04.603203+00:00
2025/12/02,Anthropic模拟测试中AI Agents发现460万美元智能合约漏洞,BlockBeats 消息，12 月 2 日，Anthropic 最新研究显示，AI Agents 具备可观的链上攻击能力：在对 2020–2025 年真实被黑的智能合约进行模拟测试中，Claude Opus 4.5、Sonnet 4.5 与 GPT-5 共计复现价值约 460 万美元的漏洞利用；在扫描 2849 个尚无已知漏洞的合约时，两模型还挖出 2 个全新零日漏洞并成功模拟获利。 研究指出，AI 的链上攻击收益在过去一年中约每 1.3 个月翻倍，技术上已完全具备自主、盈利的漏洞利用能力。,BlockBeats,"漏洞, 攻击",https://www.theblockbeats.info/flash/322648,2025-12-08T06:42:03.906708+00:00
2025/12/02,OKX将下架ACA、CLV、FOXY、PSTAKE和RACA现货交易对,BlockBeats 消息，12 月 2 日，OKX 将下架 ACA、CLV、FOXY、PSTAKE 和 RACA 现货交易对。OKX 已于 2025 年 12 月 2 日 16:00 (UTC+8) 暂停上述币种的充值操作，提现将在 2026 年 3 月 2 日 16:00 (UTC+8) 暂停。,BlockBeats,下架,https://www.theblockbeats.info/flash/322692,2025-12-08T06:42:00.056021+00:00
2025/12/02,波兰否决监管严格的《加密资产市场法案》,BlockBeats 消息，12 月 2 日，据 Cointelegraph 报道，波兰总统 Karol Nawrocki 否决了监管严格的《加密资产市场法案》，引发加密货币社区赞扬和政府强烈批评。波兰总统府表示，该法案条款「真正威胁到波兰人的自由、财产和国家稳定」。 否决的主要原因包括：允许当局轻易封锁加密货币网站的条款存在滥用风险；法案过于复杂导致过度监管；过高的监管费用可能阻碍初创企业发展，有利于外国公司和银行。波兰总统表示，过度监管将推动企业转向捷克、立陶宛或马耳他，而非在波兰经营纳税。,BlockBeats,监管,https://www.theblockbeats.info/flash/322710,2025-12-08T06:41:57.999052+00:00
